property_id,title,location,district,region,latitude,longitude,price,property_type,bedrooms,bathrooms,area_size,listing_type,year_built,furnished,dist_to_beach
PROP1022,Beautiful 2 Bedroom Villa in Mahebourg,Mahebourg,Grand Port,East,-20.40376891219748,57.70780834170393,825000,villa,2,3,329,rent,1988.0,True,4.036359439220427
PROP1023,Beautiful 3 Bedroom House in Port Louis,Port Louis,Port Louis,North,-20.152144181346255,57.49422611629478,255000,house,3,1,114,sale,2019.0,True,4.51540742370589
PROP1024,440 sqm Land in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.038758338186124,57.535639616549965,560000,land,0,0,440,sale,,False,2.0697892149095782
PROP1025,Charming 5 Bedroom Villa in Vacoas,Vacoas,Plaines Wilhems,Central,-20.291104665006905,57.4809439421041,715000,villa,5,6,284,sale,2007.0,True,12.183883836957797
PROP1026,590 sqm Land in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.040779327290966,57.547974714273955,730000,land,0,0,590,rent,,False,2.0159031112779053
PROP1027,Cozy 1 Bedroom House in Port Louis,Port Louis,Port Louis,North,-20.163406058068123,57.4993659737123,450000,house,1,2,247,sale,2024.0,False,2.2597459807126423
PROP1028,Spacious 1 Bedroom House in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.21855294481319,57.464998156838945,305000,house,1,2,168,rent,2021.0,False,8.676697310226496
PROP1029,Beautiful 3 Bedroom Villa in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.226510528527612,57.78081934827393,930000,villa,3,4,330,sale,2007.0,True,1.7253422521605124
PROP1030,Elegant 1 Bedroom Villa in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.2220560611577,57.78397029306563,1125000,villa,1,2,382,sale,1999.0,False,4.6243081258263015
PROP1031,Spacious 4 Bedroom Apartment in Souillac,Souillac,Savanne,South,-20.524296294427202,57.51160689791126,105000,apartment,4,5,87,rent,2015.0,False,5.338259490381301
PROP1032,Cozy 4 Bedroom Condo in Flic en Flac,Flic en Flac,Black River,West,-20.277677987621548,57.36088570683423,430000,condo,4,4,150,sale,1994.0,False,1.4062615908202445
PROP1033,Beautiful 1 Bedroom Apartment in Tamarin,Tamarin,Black River,West,-20.318391078780145,57.37706989683749,320000,apartment,1,1,112,rent,2018.0,False,1.2817315609424207
PROP1034,Beautiful 1 Bedroom Villa in Curepipe,Curepipe,Plaines Wilhems,Central,-20.309626886597968,57.52081684337903,745000,villa,1,1,262,rent,2018.0,True,11.132826669036689
PROP1035,Charming 5 Bedroom House in Mahebourg,Mahebourg,Grand Port,East,-20.409608553280083,57.69799440709541,310000,house,5,1,194,rent,1986.0,True,4.3960841871450045
PROP1036,Modern 5 Bedroom Condo in Flic en Flac,Flic en Flac,Black River,West,-20.268266616730504,57.35769559612757,395000,condo,5,6,117,sale,2009.0,False,4.530763621013308
PROP1037,Modern 1 Bedroom Condo in Curepipe,Curepipe,Plaines Wilhems,Central,-20.324649445183642,57.52445461361154,355000,condo,1,2,184,sale,2014.0,True,5.152838211375696
PROP1038,Charming 2 Bedroom Condo in Mahebourg,Mahebourg,Grand Port,East,-20.398797410841244,57.70522540505237,365000,condo,2,1,188,rent,2001.0,True,1.2540377177106894
PROP1039,Elegant 1 Bedroom Condo in Port Louis,Port Louis,Port Louis,North,-20.17021002626982,57.49969601095646,395000,condo,1,2,162,sale,2017.0,True,4.818253370275406
PROP1040,241 sqm Land in Mahebourg,Mahebourg,Grand Port,East,-20.40644660699513,57.70193218561986,140000,land,0,0,241,sale,,False,1.9439073373883575
PROP1041,375 sqm Land in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.018660160171436,57.59146025372895,435000,land,0,0,375,rent,,False,1.9832507518221205
PROP1042,Modern 2 Bedroom Villa in Blue Bay,Blue Bay,Grand Port,East,-20.42983907749417,57.71025826249429,560000,villa,2,1,160,rent,1980.0,False,3.915570222720559
PROP1043,Luxurious 3 Bedroom Condo in Blue Bay,Blue Bay,Grand Port,East,-20.447150281720056,57.70869394999157,340000,condo,3,2,135,rent,1993.0,True,2.4995570204901867
PROP1044,925 sqm Land in Souillac,Souillac,Savanne,South,-20.519438647232494,57.51236158130284,460000,land,0,0,925,rent,,False,9.101524880863307
PROP1045,230 sqm Land in Blue Bay,Blue Bay,Grand Port,East,-20.43191178552465,57.71478505928218,270000,land,0,0,230,sale,,False,1.7666507954884154
PROP1046,479 sqm Land in Blue Bay,Blue Bay,Grand Port,East,-20.440851691887378,57.71376154623823,565000,land,0,0,479,rent,,False,2.9213468077020703
PROP1047,Modern 1 Bedroom Villa in Curepipe,Curepipe,Plaines Wilhems,Central,-20.306760350234637,57.51992108926649,535000,villa,1,2,185,sale,2002.0,False,11.431212180022527
PROP1048,Luxurious 2 Bedroom Villa in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.023926852970227,57.58174609337247,995000,villa,2,1,251,rent,2010.0,True,4.071225558356977
PROP1049,Elegant 2 Bedroom House in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.041026268566227,57.547642071039355,225000,house,2,2,103,rent,1983.0,True,3.648121098561733
PROP1050,Charming 5 Bedroom Villa in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.22984422573795,57.79683319721788,1155000,villa,5,1,312,rent,2013.0,True,2.2492854600212913
PROP1051,Luxurious 1 Bedroom House in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.009747125511122,57.5742546323904,580000,house,1,2,216,rent,1989.0,True,2.824179075832005
PROP1052,Spacious 5 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.21007593926689,57.45281075008017,1005000,villa,5,5,365,rent,1985.0,False,8.453386489160149
PROP1053,616 sqm Land in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.22334296492148,57.46585666016616,445000,land,0,0,616,sale,,False,8.378691055856416
PROP1054,318 sqm Land in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.017449939821006,57.57993532324765,435000,land,0,0,318,sale,,False,4.111334927589616
PROP1055,Modern 4 Bedroom Villa in Tamarin,Tamarin,Black River,West,-20.327525973076856,57.36788269288401,590000,villa,4,4,155,sale,1981.0,False,4.09058126283869
PROP1056,Cozy 3 Bedroom Apartment in Blue Bay,Blue Bay,Grand Port,East,-20.44509016206602,57.71938691461831,245000,apartment,3,4,88,rent,2002.0,False,2.785922755090445
PROP1057,Modern 4 Bedroom Villa in Blue Bay,Blue Bay,Grand Port,East,-20.43084744530231,57.70827092637896,1540000,villa,4,2,392,rent,2018.0,True,4.421693235923238
PROP1058,Luxurious 1 Bedroom Condo in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.22080995795643,57.79276371808137,210000,condo,1,2,84,sale,1999.0,False,3.5382305045964366
PROP1059,Modern 5 Bedroom Apartment in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.22466548883817,57.7958067880309,175000,apartment,5,4,83,rent,2011.0,True,3.9394895203584683
PROP1060,Modern 1 Bedroom Condo in Souillac,Souillac,Savanne,South,-20.52268243737419,57.529512244470325,220000,condo,1,1,138,rent,1988.0,False,6.259412005962388
PROP1061,Cozy 5 Bedroom House in Mahebourg,Mahebourg,Grand Port,East,-20.40058593671391,57.694054450851695,255000,house,5,1,191,sale,2019.0,True,4.511881792250591
PROP1062,Modern 4 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.217753781201544,57.452662115366195,1045000,villa,4,1,365,rent,2024.0,False,5.036154694633548
PROP1063,Luxurious 1 Bedroom Condo in Tamarin,Tamarin,Black River,West,-20.324876537208294,57.36956809178172,365000,condo,1,1,140,rent,2004.0,False,2.2023258700729964
PROP1064,Charming 5 Bedroom Condo in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.21248166337925,57.47127273339461,245000,condo,5,5,110,rent,2023.0,False,7.457959486268208
PROP1065,Spacious 5 Bedroom House in Mahebourg,Mahebourg,Grand Port,East,-20.407402502660876,57.701539016080915,345000,house,5,6,222,rent,1986.0,False,2.261368483602739
PROP1066,336 sqm Land in Souillac,Souillac,Savanne,South,-20.527886960192003,57.5276361887598,165000,land,0,0,336,sale,,False,7.3986597331638
PROP1067,Cozy 2 Bedroom Villa in Curepipe,Curepipe,Plaines Wilhems,Central,-20.321405147741316,57.52226115269297,630000,villa,2,3,236,sale,1996.0,True,7.925703686793578
PROP1068,Elegant 5 Bedroom Condo in Tamarin,Tamarin,Black River,West,-20.320922195268746,57.37108313923674,495000,condo,5,3,189,rent,1987.0,False,3.6446957402188014
PROP1069,Spacious 2 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.318747200954416,57.50771348234315,165000,apartment,2,3,80,rent,2015.0,True,14.477229299714903
PROP1070,327 sqm Land in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.268605618918954,57.47406144458012,215000,land,0,0,327,rent,,False,7.693887318838878
PROP1071,Beautiful 3 Bedroom Villa in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.269016434781374,57.47183723528142,670000,villa,3,4,253,sale,1984.0,True,14.566063933439374
PROP1072,Elegant 4 Bedroom Apartment in Souillac,Souillac,Savanne,South,-20.521280883493567,57.525020344406386,145000,apartment,4,1,118,sale,2000.0,True,6.379403594775136
PROP1073,Spacious 1 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.320913572879242,57.51578271317439,205000,apartment,1,2,109,rent,2024.0,False,10.368929002078623
PROP1074,Luxurious 2 Bedroom Villa in Belle Mare,Belle Mare,Flacq,East,-20.20449154542911,57.78662395313027,600000,villa,2,3,194,rent,2013.0,False,3.9153449279269212
PROP1075,Cozy 2 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.294526541847297,57.472465183617174,195000,apartment,2,1,120,rent,2001.0,True,7.3922173963805005
PROP1076,Spacious 1 Bedroom Condo in Flic en Flac,Flic en Flac,Black River,West,-20.274119302347838,57.36554644704938,675000,condo,1,1,198,rent,2004.0,False,3.256708718328379
PROP1077,575 sqm Land in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.014272679615956,57.58554347772542,625000,land,0,0,575,sale,,False,2.4028144091839887
PROP1078,Elegant 2 Bedroom Condo in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.02481752625406,57.54494701598776,415000,condo,2,3,126,sale,2004.0,True,2.9502181656182387
PROP1079,Luxurious 5 Bedroom Villa in Belle Mare,Belle Mare,Flacq,East,-20.201775064313157,57.778215371683764,1155000,villa,5,3,368,rent,1982.0,True,1.865544513813239
PROP1080,Spacious 5 Bedroom Condo in Souillac,Souillac,Savanne,South,-20.52373502808055,57.52766541359024,180000,condo,5,3,108,sale,2020.0,False,8.702774317484234
PROP1081,Charming 5 Bedroom House in Mahebourg,Mahebourg,Grand Port,East,-20.406854570761265,57.69706665154542,390000,house,5,3,284,rent,1997.0,True,4.642802027554205
PROP1082,Luxurious 1 Bedroom House in Blue Bay,Blue Bay,Grand Port,East,-20.447021661752114,57.71571303231125,305000,house,1,1,125,rent,2001.0,True,3.9675886751308247
PROP1083,673 sqm Land in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.2389050800463,57.47294213257398,490000,land,0,0,673,sale,,False,10.427170686953708
PROP1084,Charming 2 Bedroom Villa in Mahebourg,Mahebourg,Grand Port,East,-20.414039343412608,57.69991685715113,380000,villa,2,1,172,rent,2018.0,False,4.365122414204446
PROP1085,Spacious 4 Bedroom House in Curepipe,Curepipe,Plaines Wilhems,Central,-20.321341421402426,57.51785039398584,355000,house,4,5,255,sale,1996.0,False,11.460143390108925
PROP1086,Charming 3 Bedroom House in Souillac,Souillac,Savanne,South,-20.530600882858593,57.52711010469466,275000,house,3,3,231,rent,1987.0,True,12.560113995623164
PROP1087,Spacious 4 Bedroom Villa in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.217327015797203,57.78680737962984,885000,villa,4,1,235,rent,1985.0,True,1.5146217546124392
PROP1088,Charming 2 Bedroom Villa in Blue Bay,Blue Bay,Grand Port,East,-20.433903870477696,57.71083711941742,650000,villa,2,3,161,rent,2022.0,True,1.489248820140693
PROP1089,Elegant 1 Bedroom Apartment in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.245645082815393,57.47547790403794,95000,apartment,1,1,54,rent,1992.0,False,11.817764879046825
PROP1090,Spacious 5 Bedroom House in Blue Bay,Blue Bay,Grand Port,East,-20.439624727182604,57.720702153082705,670000,house,5,3,296,sale,2017.0,False,1.1497383435300645
PROP1091,Cozy 4 Bedroom Villa in Tamarin,Tamarin,Black River,West,-20.33503311804405,57.38081747943305,980000,villa,4,2,266,sale,2000.0,True,4.853696119903336
PROP1092,260 sqm Land in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.02129008231283,57.5819809381041,340000,land,0,0,260,rent,,False,4.85260493708283
PROP1093,Spacious 5 Bedroom House in Tamarin,Tamarin,Black River,West,-20.327952955697075,57.38085403091313,220000,house,5,3,107,rent,2020.0,False,4.633443205184347
PROP1094,Charming 1 Bedroom House in Curepipe,Curepipe,Plaines Wilhems,Central,-20.315595784741202,57.518967937332796,290000,house,1,2,187,rent,1985.0,False,13.213119302869497
PROP1095,Modern 1 Bedroom House in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.220533595767886,57.468426696369754,370000,house,1,1,242,rent,1983.0,True,14.741337656107712
PROP1096,Beautiful 2 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.299061619221504,57.48745582583223,245000,apartment,2,2,132,sale,1988.0,False,7.679917957484785
PROP1097,Cozy 3 Bedroom Villa in Curepipe,Curepipe,Plaines Wilhems,Central,-20.319947268553268,57.52379816222286,1185000,villa,3,3,392,rent,2020.0,True,9.001185662673283
PROP1098,Modern 3 Bedroom House in Tamarin,Tamarin,Black River,West,-20.324420833861918,57.375206681611324,305000,house,3,1,126,sale,2003.0,True,3.8621084414805
PROP1099,Elegant 2 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.311139174525522,57.5112978539713,125000,apartment,2,1,67,rent,1998.0,True,9.204079698064847
PROP1100,Modern 4 Bedroom House in Mahebourg,Mahebourg,Grand Port,East,-20.416107383570417,57.701220999881706,310000,house,4,5,228,rent,1995.0,True,1.5433468419105822
PROP1101,Cozy 4 Bedroom House in Curepipe,Curepipe,Plaines Wilhems,Central,-20.311456814661067,57.52347673075676,315000,house,4,1,208,sale,1983.0,False,5.9920711869527885
PROP1102,Spacious 4 Bedroom Villa in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.228436242653896,57.789260124525576,865000,villa,4,2,254,sale,2015.0,False,2.738470571599119
PROP1103,Modern 2 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.302453938058434,57.48215390323289,100000,apartment,2,1,53,sale,2002.0,False,10.409720810933976
PROP1104,Charming 4 Bedroom Villa in Curepipe,Curepipe,Plaines Wilhems,Central,-20.31922189114308,57.52322756093766,480000,villa,4,5,206,sale,2014.0,True,7.340156594808943
PROP1105,Charming 4 Bedroom House in Tamarin,Tamarin,Black River,West,-20.320940273131995,57.36822893503549,765000,house,4,4,287,rent,1982.0,True,3.5720807408009323
PROP1106,458 sqm Land in Curepipe,Curepipe,Plaines Wilhems,Central,-20.324480828347397,57.519686472618154,375000,land,0,0,458,rent,,False,8.333567463370038
PROP1107,Beautiful 2 Bedroom Condo in Souillac,Souillac,Savanne,South,-20.527577094724283,57.513848891414156,255000,condo,2,3,168,rent,2000.0,True,9.653816883158376
PROP1108,Beautiful 2 Bedroom Condo in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.02192892631926,57.57785152693551,500000,condo,2,1,145,rent,2014.0,True,1.6338307304834618
PROP1109,Modern 5 Bedroom Condo in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.254340430623593,57.48596776085246,250000,condo,5,4,129,sale,2013.0,True,10.06949699751517
PROP1110,Cozy 3 Bedroom Condo in Port Louis,Port Louis,Port Louis,North,-20.169302288058386,57.49408493164965,425000,condo,3,4,173,rent,1993.0,True,4.410539201901399
PROP1111,Charming 5 Bedroom Apartment in Tamarin,Tamarin,Black River,West,-20.317046062561733,57.363578164127375,260000,apartment,5,6,101,sale,1998.0,True,4.611050451039921
PROP1112,Modern 1 Bedroom Condo in Belle Mare,Belle Mare,Flacq,East,-20.187957925656193,57.77188569299364,370000,condo,1,1,144,rent,1994.0,True,3.7220443362213733
PROP1113,Luxurious 3 Bedroom Condo in Mahebourg,Mahebourg,Grand Port,East,-20.40730148129579,57.69890251486652,290000,condo,3,3,174,rent,1990.0,True,3.882871657942281
PROP1114,Spacious 1 Bedroom Apartment in Blue Bay,Blue Bay,Grand Port,East,-20.44129571608511,57.722329773751575,275000,apartment,1,1,105,rent,2009.0,False,2.11688194463434
PROP1115,Cozy 1 Bedroom Villa in Flic en Flac,Flic en Flac,Black River,West,-20.27776588785819,57.36922306538304,765000,villa,1,1,195,sale,2003.0,False,3.9675702009858322
PROP1116,Spacious 2 Bedroom Condo in Port Louis,Port Louis,Port Louis,North,-20.166020140117126,57.494121446006474,315000,condo,2,3,121,sale,1982.0,False,4.59524000889895
PROP1117,Cozy 1 Bedroom Villa in Flic en Flac,Flic en Flac,Black River,West,-20.278544695110856,57.362095275286734,1370000,villa,1,2,321,rent,1998.0,False,4.368825756509093
PROP1118,Beautiful 1 Bedroom Villa in Belle Mare,Belle Mare,Flacq,East,-20.20661589603215,57.77314738386067,960000,villa,1,2,248,sale,2016.0,False,1.1432505724882143
PROP1119,Luxurious 3 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.309063936483955,57.50786671297627,175000,apartment,3,3,99,sale,2014.0,True,12.382771573462442
PROP1120,Luxurious 3 Bedroom Villa in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.235080164973187,57.78553615529317,635000,villa,3,2,179,rent,1991.0,False,3.4064613493342963
PROP1121,Luxurious 1 Bedroom House in Curepipe,Curepipe,Plaines Wilhems,Central,-20.32613410842876,57.50703360636937,260000,house,1,1,160,sale,1989.0,False,7.154194569574078
PROP1122,Luxurious 5 Bedroom Villa in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.244516178685682,57.47259901337081,395000,villa,5,2,169,rent,2001.0,False,7.178880053087605
PROP1123,Spacious 1 Bedroom Villa in Vacoas,Vacoas,Plaines Wilhems,Central,-20.303735960416695,57.48007950231784,405000,villa,1,2,162,rent,2013.0,False,7.603494303999591
PROP1124,860 sqm Land in Port Louis,Port Louis,Port Louis,North,-20.167586646217305,57.49774561719448,665000,land,0,0,860,rent,,False,2.2919028803999515
PROP1125,Modern 3 Bedroom House in Tamarin,Tamarin,Black River,West,-20.31611536449694,57.375409014044564,365000,house,3,4,178,sale,2001.0,False,2.0126489905777536
PROP1126,Charming 4 Bedroom Apartment in Tamarin,Tamarin,Black River,West,-20.324390743367783,57.37182570340822,225000,apartment,4,4,94,rent,2021.0,True,1.258313456032059
PROP1127,Elegant 1 Bedroom Apartment in Mahebourg,Mahebourg,Grand Port,East,-20.411268427561183,57.703282117323766,165000,apartment,1,1,93,sale,2002.0,False,3.24691449214969
PROP1128,Spacious 2 Bedroom House in Port Louis,Port Louis,Port Louis,North,-20.165924547059564,57.49687997390401,205000,house,2,3,106,rent,1998.0,False,4.346744192499583
PROP1129,Modern 3 Bedroom House in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.258357069720986,57.4849688698128,525000,house,3,3,282,sale,1992.0,True,5.700538014936917
PROP1130,Beautiful 3 Bedroom Villa in Vacoas,Vacoas,Plaines Wilhems,Central,-20.299556459908978,57.473061416511705,665000,villa,3,2,230,sale,2002.0,False,6.005410782093873
PROP1131,Cozy 2 Bedroom Villa in Belle Mare,Belle Mare,Flacq,East,-20.195266201374437,57.77084346694428,695000,villa,2,3,216,sale,2001.0,False,4.78175819161443
PROP1132,Modern 4 Bedroom Villa in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.254807050800075,57.48007992532598,485000,villa,4,3,200,rent,1980.0,True,13.721052673488986
PROP1133,Spacious 3 Bedroom Condo in Belle Mare,Belle Mare,Flacq,East,-20.201094947788445,57.780611420963616,370000,condo,3,3,135,sale,2013.0,False,4.790204424157528
PROP1134,350 sqm Land in Souillac,Souillac,Savanne,South,-20.521805206203727,57.52265721469265,215000,land,0,0,350,rent,,False,10.433706432991702
PROP1135,Beautiful 1 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.298632335534787,57.47889403044103,225000,apartment,1,1,121,sale,1997.0,False,14.194879928776585
PROP1136,Luxurious 5 Bedroom House in Tamarin,Tamarin,Black River,West,-20.32428122707282,57.36424330808475,575000,house,5,4,249,rent,1984.0,True,1.2912623937417025
PROP1137,Cozy 5 Bedroom Condo in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.2166158562549,57.45714791920039,245000,condo,5,6,143,sale,2013.0,False,5.345179163748027
PROP1138,Luxurious 1 Bedroom Apartment in Belle Mare,Belle Mare,Flacq,East,-20.2054322712638,57.787081746878094,170000,apartment,1,1,76,rent,1980.0,False,1.5567253534188983
PROP1139,Beautiful 3 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.226321937540643,57.465356180310216,730000,villa,3,1,241,sale,1987.0,False,8.932756652351435
PROP1140,Spacious 2 Bedroom Villa in Curepipe,Curepipe,Plaines Wilhems,Central,-20.317991448775388,57.51039410292919,490000,villa,2,3,182,rent,1983.0,False,8.605850649463198
PROP1141,Elegant 4 Bedroom Villa in Vacoas,Vacoas,Plaines Wilhems,Central,-20.30488961393337,57.47503050622202,405000,villa,4,5,163,sale,2019.0,True,8.536711782397282
PROP1142,Elegant 4 Bedroom Apartment in Souillac,Souillac,Savanne,South,-20.526306605013517,57.525773573226964,190000,apartment,4,4,145,rent,2007.0,True,12.851616966347372
PROP1143,Modern 3 Bedroom House in Belle Mare,Belle Mare,Flacq,East,-20.19752519433093,57.78480797251403,300000,house,3,4,131,rent,2008.0,True,1.479486706024903
PROP1144,Elegant 1 Bedroom Villa in Curepipe,Curepipe,Plaines Wilhems,Central,-20.318404755270443,57.520100353367404,450000,villa,1,2,193,rent,2017.0,True,13.906662746325495
PROP1145,Charming 5 Bedroom Villa in Port Louis,Port Louis,Port Louis,North,-20.168542305967726,57.494911196128406,1355000,villa,5,4,377,rent,2023.0,False,1.5258990673696022
PROP1146,Spacious 2 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.22269392961502,57.45839722884287,535000,villa,2,1,190,rent,2019.0,True,9.311257587739316
PROP1147,Modern 4 Bedroom House in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.234734355269314,57.46889057880449,270000,house,4,3,165,rent,1989.0,True,13.758952510285319
PROP1148,Modern 3 Bedroom House in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.238087010284676,57.47422309444911,395000,house,3,1,224,rent,2017.0,False,14.584177825996427
PROP1149,996 sqm Land in Blue Bay,Blue Bay,Grand Port,East,-20.431393729835328,57.714678919234046,900000,land,0,0,996,sale,,False,3.5808096993785643
PROP1150,Elegant 4 Bedroom Apartment in Mahebourg,Mahebourg,Grand Port,East,-20.415939810853544,57.697076812078336,230000,apartment,4,3,133,rent,2021.0,False,4.648702069457331
PROP1151,Spacious 3 Bedroom Condo in Blue Bay,Blue Bay,Grand Port,East,-20.435114017367237,57.7120698123389,245000,condo,3,2,85,rent,1989.0,False,1.8434297007770217
